id,title,release_date,genres,original_language,vote_average,vote_count,popularity,budget,production_companies
760204,The Lair,10/28/2022,"['Horror', 'Action']",English,5.8,101,139.433,0,"['Highland Film Group', 'Rather Good Films', 'Ingenious Media', 'Scarlet Productions', 'Ashland Hill Media Finance']"
728754,Stand by Me Doraemon 2,11/20/2020,"['Animation', 'Family', 'Science Fiction']",Japanese,7.7,138,149.235,0,"['TOHO', 'Shin-Ei Animation', 'Fujiko Productions', 'Shogakukan', 'TV Asahi', 'Shogakukan-Shueisha Productions', 'Shirogumi', 'Robot Communications', 'dentsu', 'Asatsu-DK']"
782936,Nocebo,11/3/2022,"['Mystery', 'Thriller', 'Horror']",English,6.2,74,148.458,0,"['Lovely Productions', 'Wild Swim Films', 'Epicmedia']"
585083,Hotel Transylvania: Transformania,2/25/2022,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Adventure']",English,7,1503,142.152,0,"['Sony Pictures Animation', 'Sony Pictures', 'MRC']"
1045944,The Boss Baby: Christmas Bonus,12/6/2022,"['Animation', 'Family', 'Adventure']",English,6.8,232,142.821,0,['DreamWorks Animation']
717728,Jeepers Creepers: Reborn,9/15/2022,"['Horror', 'Thriller', 'Mystery']",English,5.7,761,154.246,5000000,"['Orwo Studios (US)', 'Screen Media Films', 'Black Hangar Studios']"
1071806,Hunger,4/4/2023,"['Drama', 'Thriller']",Thai,7.5,201,152.161,0,['Song Sound Production']
873126,My Name Is Vendetta,11/30/2022,"['Action', 'Crime', 'Thriller']",Italian,6.8,463,142.507,0,['Colorado Film']
892048,Todos lo hacen,12/28/2022,"['Comedy', 'Crime']",Spanish,6.9,14,125.395,0,['A Contracorriente Films']
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12/7/2005,"['Adventure', 'Family', 'Fantasy']",English,7.1,9510,152.756,180000000,"['Walt Disney Pictures', 'Walden Media', 'C.S. Lewis Company']"
11849,Dungeons & Dragons,12/8/2000,"['Drama', 'Adventure', 'Fantasy']",English,4.3,523,128.766,35000000,"['New Line Cinema', 'Silver Pictures', 'Sweetpea Entertainment', 'Behaviour Worldwide', 'MDP Worldwide', 'Stillking Films']"
808,Shrek,5/18/2001,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",English,7.7,15254,152.468,60000000,"['DreamWorks Pictures', 'Pacific Data Images', 'DreamWorks Animation']"
637920,Miracle in Cell No. 7,10/10/2019,['Drama'],Turkish,8.3,4125,128.27,0,"['Lanistar Media', 'Motion Content Group', 'CJ Entertainment Turkey']"
404250,Zatch Bell! 101st Devil,7/9/2004,"['Comedy', 'Animation', 'Adventure', 'Action']",Japanese,7.2,44,142.171,0,['Toei Animation']
868985,"¡Que Viva México!",3/23/2023,"['Drama', 'Comedy']",Spanish,5.6,7,146.179,0,['Bandidos Films']
337339,The Fate of the Furious,4/12/2017,"['Action', 'Crime', 'Thriller']",English,6.9,9445,161.934,250000000,"['Original Film', 'One Race', 'Universal Pictures']"
168259,Furious 7,4/1/2015,"['Action', 'Thriller', 'Crime']",English,7.2,9693,150.018,190000000,"['Original Film', 'One Race', 'Universal Pictures']"
836225,The Exorcism of God,3/11/2022,['Horror'],English,7.2,814,141.487,1500000,['Epica Pictures INC']
760741,Beast,8/11/2022,"['Thriller', 'Action', 'Horror', 'Adventure', 'Drama']",English,6.8,1089,140.455,0,"['RVK Studios', 'Will Packer Productions', 'Universal Pictures']"
876797,The Last 10 Years,3/4/2022,"['Drama', 'Romance']",Japanese,7,25,174.204,0,['Warner Bros. Japan']
245891,John Wick,10/22/2014,"['Action', 'Thriller']",English,7.4,17279,129.839,20000000,"['87Eleven', 'DefyNite Films', 'MJW Films', 'Thunder Road']"
996727,The Price We Pay,1/13/2023,"['Action', 'Thriller', 'Mystery', 'Crime', 'Horror']",English,5.9,111,134.389,0,"['828 Productions', 'Buffalo 8', '828 Media Capital', 'VMI Worldwide', 'ABS Payroll & Production Accounting Services', 'Project Indie Hope']"
287590,Saint Seiya: Legend of Sanctuary,6/21/2014,"['Action', 'Animation', 'Fantasy']",Japanese,6.5,590,129.686,23000000,"['Toei Animation', 'Marza Animation Planet']"
118412,Berserk: The Golden Age Arc II - The Battle for Doldrey,6/23/2012,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Animation']",Japanese,7.5,308,148.902,0,"['Beyond C.', 'Graphinica', 'STUDIO4℃']"
324786,Hacksaw Ridge,10/7/2016,"['Drama', 'History', 'War']",English,8.2,12221,121.525,40000000,"['Vendian Entertainment', 'Summit Entertainment', 'Cross Creek Pictures', 'IM Global', 'Screen Australia', 'Screen NSW', 'Permut Presentations', 'Pandemonium', 'Demarest Films', 'Lionsgate']"
829560,The Next 365 Days,8/19/2022,"['Romance', 'Drama']",Polish,6.5,728,156.333,0,"['Ekipa Sp. z o.o.', 'Future Space', 'Next Film', 'TVN']"
960258,Shark Bait,5/13/2022,"['Horror', 'Thriller', 'Action', 'Adventure']",English,5.8,230,121.987,0,"['Altitude Film Sales', 'Ingenious Media']"
265712,Stand by Me Doraemon,8/8/2014,"['Animation', 'Family', 'Science Fiction', 'Fantasy']",Japanese,7.3,417,235.204,35000000,"['TOHO', 'Shirogumi', 'Robot Communications', 'Shin-Ei Animation']"
599019,Big Trip 2: Special Delivery,10/7/2022,"['Animation', 'Family', 'Adventure', 'Comedy']",Russian,6.6,62,166.831,0,"['Licensing Brands', 'Luminescence']"
580489,Venom: Let There Be Carnage,9/30/2021,"['Science Fiction', 'Action', 'Adventure']",English,6.9,8762,137.937,110000000,"['Marvel Entertainment', 'Columbia Pictures', 'Pascal Pictures', 'Matt Tolmach Productions', 'Avi Arad Productions', 'Sony Pictures']"
338958,Disenchanted,11/18/2022,"['Comedy', 'Family', 'Fantasy']",English,6.9,822,126.299,0,"['Walt Disney Pictures', 'Josephson Entertainment', 'Right Coast']"
718930,Bullet Train,7/3/2022,"['Action', 'Comedy', 'Thriller']",English,7.5,4129,142.578,90000000,"['87North Productions', 'Columbia Pictures']"
298618,The Flash,6/14/2023,"['Science Fiction', 'Action', 'Adventure']",English,0,0,123.659,220000000,"['Warner Bros. Pictures', 'Double Dream', 'The Disco Factory', 'DC Films']"
399566,Godzilla vs. Kong,3/24/2021,"['Action', 'Fantasy', 'Science Fiction']",English,7.7,8759,143.923,200000000,['Legendary Pictures']
671,Harry Potter and the Philosopher's Stone,11/16/2001,"['Adventure', 'Fantasy']",English,7.9,24703,144.983,125000000,"['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']"
744276,After Ever Happy,8/24/2022,"['Romance', 'Drama']",English,6.8,841,133.273,0,"['Voltage Pictures', 'Wattpad', 'Vertical Entertainment', 'Ethea Entertainment', 'CalMaple Films']"
1100962,One More Time,4/21/2023,"['Comedy', 'Drama']",Swedish,6,37,145.273,0,['Breakable Films']
1114905,Death's Roulette,5/5/2023,"['Thriller', 'Mystery', 'Drama']",Spanish,6.5,34,163.899,0,"['VIS', '11:11 Films & TV']"
1090328,La Trampa,8/11/2022,"['Comedy', 'Action']",Spanish,6.6,7,134.539,0,['Caribbean Films']
1035806,Detective Knight: Independence,1/20/2023,"['Action', 'Crime', 'Thriller']",English,5.5,114,144.669,0,"['Arcana Studio', '308 Enterprises', 'BondIt Media Capital', 'Buffalo 8']"
372058,Your Name.,8/26/2016,"['Romance', 'Animation', 'Drama']",Japanese,8.5,9777,139.896,0,"['CoMix Wave Films', 'TOHO', 'KADOKAWA', 'East Japan Marketing & Communications', 'AMUSE', 'voque ting', 'Lawson Entertainment', '4Kids Entertainment']"
792775,Cop Secret,5/23/2022,"['Comedy', 'Action', 'Thriller']",Icelandic,6.2,74,139.738,0,"['Pegasus Pictures', 'Stöð 2', 'SamFilm']"
9607,Super Mario Bros.,5/28/1993,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Science Fiction']",English,4.3,1098,124.391,48000000,"['Hollywood Pictures', 'Cinergi Pictures Entertainment', 'Allied Filmmakers', 'Lightmotive']"
337404,Cruella,5/26/2021,"['Comedy', 'Crime']",English,8.1,8158,112.862,200000000,"['Walt Disney Pictures', 'Gunn Films', 'Marc Platt Productions']"
1111140,Two Sinners and a Mule,4/21/2023,"['Western', 'Action']",English,5.9,7,227.219,0,[]
845659,Perfect Addiction,2/16/2023,"['Drama', 'Romance', 'Action']",English,6.6,105,159.719,0,"['Constantin Film', 'JB Pictures', 'Spark Productions', 'Wattpad WEBTOON Studios']"
830784,"Lyle, Lyle, Crocodile",10/7/2022,"['Comedy', 'Family', 'Music']",English,7.4,407,130.007,50000000,"['Hutch Parker Entertainment', 'Speck Gordon', 'Eagle Pictures', 'TSG Entertainment', 'Columbia Pictures', 'Sony Pictures']"
752623,The Lost City,3/24/2022,"['Action', 'Adventure', 'Comedy']",English,6.6,2724,128.025,74000000,"['Paramount', 'Fortis Films', '3dot Productions', 'Exhibit A Film']"
1093349,Barbie: Skipper and the Big Babysitting Adventure,3/3/2023,"['Family', 'Animation']",English,7.3,26,114.283,0,['Mattel Television']
1103856,Sex Games,4/28/2023,['Drama'],Tagalog,6.5,2,148.271,0,['Vivamax']
760104,X,3/17/2022,"['Horror', 'Mystery', 'Thriller']",English,6.8,1918,129.629,10000000,"['A24', 'Little Lamb Productions']"
877269,Strange World,11/23/2022,"['Animation', 'Family', 'Adventure', 'Science Fiction']",English,6.5,936,111.827,180000000,"['Walt Disney Pictures', 'Walt Disney Animation Studios']"
338953,Fantastic Beasts: The Secrets of Dumbledore,4/6/2022,"['Fantasy', 'Adventure', 'Family']",English,6.8,3515,127.221,200000000,"['Warner Bros. Pictures', 'Heyday Films', 'Brazil Production Services']"
848058,Piggy,10/7/2022,"['Horror', 'Thriller', 'Drama']",Spanish,6.7,361,112.199,2400000,"['Morena Films', 'Backup Media', 'Cerdita AIE']"
438631,Dune,9/15/2021,"['Science Fiction', 'Adventure']",English,7.8,8790,132.516,165000000,['Legendary Pictures']
851644,20th Century Girl,10/6/2022,"['Romance', 'Drama']",Korean,8.4,448,138.051,119,['Yong Film']
826753,Candy Land,1/6/2023,"['Horror', 'Thriller']",English,6.6,59,124.032,0,['Roxwell Films']
1019345,Shabash Feluda: Gangtokey Gondogol,5/5/2023,"['TV Movie', 'Crime', 'Mystery']",Bengali,0,0,103.376,0,"['Roadshow Films', 'Eskay Movies']"
1047431,Prancer: A Christmas Tale,11/22/2022,"['Family', 'Fantasy']",English,6.4,12,107.249,0,[]
943221,Evil Eye,9/22/2022,['Horror'],Spanish,6.8,198,108.715,1704500,"['Film Tank', 'Cinépolis Producciones', 'Cinema Máquina']"
960704,Fullmetal Alchemist: The Final Alchemy,6/24/2022,"['Action', 'Adventure', 'Fantasy']",Japanese,6.3,150,131.153,0,"['Warner Bros. Japan', 'SQUARE ENIX', 'Oxybot']"
791373,Zack Snyder's Justice League,3/18/2021,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",English,8.2,8818,118.937,70000000,"['Warner Bros. Pictures', 'The Stone Quarry', 'Atlas Entertainment', 'Access Entertainment', 'Dune Entertainment', 'DC Films']"
760161,Orphan: First Kill,7/27/2022,"['Horror', 'Thriller']",English,6.8,1685,110.014,0,"['Dark Castle Entertainment', 'Entertainment One', 'Eagle Vision']"
957752,BDE,1/20/2023,['Comedy'],French,4.8,68,117.853,0,"['Zoé & Cie', 'Belga Productions', 'Marvelous Productions', 'Amazon']"
901563,Close,11/1/2022,['Drama'],French,7.8,368,102.149,0,"['Agat Films & Cie / Ex Nihilo', 'Diaphana Films', 'Topkapi Films', 'Versus Production', 'Menuet', 'Eurimages', 'Les Films Velvet', 'VTM', 'RTBF', 'Vlaams Audiovisueel Fonds', 'Nederlands Fonds voor de Film', 'Canal+', 'Ciné+', 'Sacem', ""Centre du Cinéma et de l'Audiovisuel de la FWB"", 'La Culture avec la Copie Privée', 'Casa Kafka Pictures', 'Screen Flanders', 'Lumière', 'The Match Factory']"
912908,Strays,8/17/2023,"['Comedy', 'Adventure']",English,0,0,146.598,0,"['Universal Pictures', 'PictureStart', 'Lord Miller Productions', 'Gloria Sanchez Productions', 'Rabbit Hole Productions', 'Universal Animation Studios']"
566525,Shang-Chi and the Legend of the Ten Rings,9/1/2021,"['Action', 'Adventure', 'Fantasy']",English,7.6,8013,122.556,150000000,['Marvel Studios']
113082,Berserk: The Golden Age Arc I - The Egg of the King,2/3/2012,"['Action', 'Adventure', 'Fantasy', 'Animation']",Japanese,7.4,388,137.134,0,"['Beyond C.', 'Graphinica', 'STUDIO4℃', 'Warner Bros. Japan']"
630639,High School Teacher: Maturing,1/15/1985,['Drama'],Japanese,6,15,100.23,0,['Nikkatsu Corporation']
877703,Teen Wolf: The Movie,1/18/2023,"['Action', 'Fantasy', 'TV Movie']",English,7.7,601,117.673,0,"['MTV Entertainment Studios', 'MGM Television', 'First Cause', 'Capital Arts Entertainment']"
852046,Athena,9/9/2022,['Drama'],French,6.6,546,111.431,0,"['Iconoclast', 'Lyly Films']"
610150,Dragon Ball Super: Super Hero,6/11/2022,"['Animation', 'Science Fiction', 'Action']",Japanese,7.9,2387,107.895,0,"['Toei Animation', 'Shueisha', 'Fuji Television Network', 'Bandai Namco Entertainment', 'Bird Studios', 'Toei Company']"
24428,The Avengers,4/25/2012,"['Science Fiction', 'Action', 'Adventure']",English,7.7,28543,121.956,220000000,['Marvel Studios']
756999,The Black Phone,6/22/2022,"['Horror', 'Thriller']",English,7.8,3826,111.237,17000000,"['Universal Pictures', 'Blumhouse Productions', 'Crooked Highway']"
14836,Coraline,2/5/2009,"['Animation', 'Family', 'Fantasy']",English,7.8,6567,116.546,60000000,"['Focus Features', 'Laika Entertainment', 'Pandemonium']"
9288,Dungeons & Dragons: Wrath of the Dragon God,9/1/2005,"['Action', 'Adventure', 'Fantasy', 'TV Movie']",English,4.4,96,109.343,0,"['Zinc Entertainment Inc.', 'Skyline Films', 'Studio Hamburg WorldWide Pictures', 'Sweetpea Entertainment']"
661374,Glass Onion: A Knives Out Mystery,11/23/2022,"['Comedy', 'Crime', 'Mystery']",English,7.1,4035,110.567,40000000,['T-Street Productions']
216015,Fifty Shades of Grey,2/11/2015,"['Drama', 'Romance', 'Thriller']",English,5.9,10888,124.447,40000000,"['Focus Features', 'Michael De Luca Productions', 'Trigger Street Productions']"
732459,Blade of the 47 Ronin,10/25/2022,['Fantasy'],English,6.8,154,141.866,0,['Universal 1440 Entertainment']
539681,DC League of Super-Pets,7/27/2022,"['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']",English,7.4,1215,107.644,90000000,"['Warner Animation Group', 'DC Entertainment', 'Seven Bucks Productions', 'Animal Logic', 'Warner Bros. Pictures']"
44281,Halfaouine: Boy of the Terraces,9/14/1990,"['Comedy', 'Drama']",Arabic,6.8,31,116.509,0,"['Les Films du Scarabée', 'Cinétéléfilms', 'France Média']"
800301,What's Love Got to Do with It?,1/26/2023,"['Romance', 'Comedy']",English,6.4,48,113.569,0,"['Working Title Films', 'Instinct Productions', 'StudioCanal']"
619329,Munthiri Kaadu,4/7/2023,"['Drama', 'Action']",Tamil,4.3,3,102.546,0,['Aathi Thiraikalam']
767,Harry Potter and the Half-Blood Prince,7/7/2009,"['Adventure', 'Fantasy']",English,7.7,17623,130.573,250000000,"['Warner Bros. Pictures', 'Heyday Films']"
1040603,Orgasm Inc: The Story of OneTaste,11/5/2022,['Documentary'],English,6.4,57,110.792,0,['Good Thing Going Productions']
400928,Gifted,4/12/2017,"['Drama', 'Comedy']",English,8.1,4788,96.766,7000000,"['Grade A Entertainment', 'Dayday Films', 'FilmNation Entertainment', 'Fox Searchlight Pictures']"
939210,Blue's Big City Adventure,11/18/2022,"['Family', 'Adventure', 'Music', 'Animation']",English,7.4,83,116.033,0,"['Nickelodeon Movies', '9 Story Media Group', 'Brown Bag Films']"
1013870,Kids vs. Aliens,1/20/2023,"['Science Fiction', 'Horror', 'Adventure', 'Action']",English,6,52,115.725,0,"['Bloody Disgusting', 'Cinepocalypse', 'Studio71', 'Shut Up & Colour Pictures', 'Yer Dead Productions']"
946740,"Papá al rescate",1/5/2023,"['Comedy', 'Family']",Spanish,5.5,16,104.869,0,"['Rizoma Films', 'Frontera Films', 'Leyenda']"
337167,Fifty Shades Freed,1/17/2018,"['Drama', 'Romance']",English,6.7,7341,124.56,55000000,"['Universal Pictures', 'Perfect World Pictures']"
829557,365 Days: This Day,4/27/2022,"['Romance', 'Drama']",Polish,5.8,1104,121.896,0,"['Ekipa Sp. z o.o.', 'Future Space', 'Next Film', 'TVN']"
1037858,The Soccer Football Movie,11/9/2022,"['Animation', 'Comedy', 'Family']",English,6.1,89,107.905,0,['Splash Entertainment']
880841,Abandoned,6/17/2022,"['Horror', 'Mystery', 'Thriller']",English,6.3,219,101.141,0,['Vertical Entertainment']
460465,Mortal Kombat,4/7/2021,"['Action', 'Fantasy', 'Adventure']",English,7.1,5214,100.015,20000000,"['Atomic Monster', 'Broken Road Productions', 'New Line Cinema']"
795514,The Fallout,3/17/2021,['Drama'],English,7.7,766,86.222,0,"['Clear Horizon Entertainment', 'SSS Entertainment']"
751741,Night at the Museum: Kahmunrah Rises Again,12/9/2022,"['Animation', 'Comedy', 'Family', 'Fantasy']",English,6.8,198,97.117,0,"['21 Laps Entertainment', '1492 Pictures', 'Walt Disney Pictures']"
899579,There's Something Wrong with the Children,1/17/2023,"['Horror', 'Mystery', 'Thriller']",English,6,101,105.345,0,"['Epix', 'Blumhouse Television']"
740952,Savage Salvation,12/2/2022,['Thriller'],English,6.5,166,113.343,85645,"['River Bay Films', 'Ingenious Media', 'Lucky 13 Productions', 'The Avenue Entertainment', 'Convergence Entertainment', 'Diamond Film Productions', 'Highland Film Group', 'Pimienta', 'BondIt', 'SSS Entertainment', 'Verdi Productions', 'VVS Films']"
840789,Matadero,12/9/2022,['Drama'],Spanish,6,2,99.404,0,"['El Viaje Films', '4 à 4 Productions', 'Prisma Cine', 'Magoya Films']"
579974,RRR,3/24/2022,"['Action', 'Drama']",Telugu,7.8,918,121.562,69000000,"['DVV Entertainment', 'Pen Studios', 'Lyca Productions']"
4232,Scream,12/20/1996,"['Crime', 'Horror', 'Mystery']",English,7.4,5853,100.682,15000000,"['Dimension Films', 'Woods Entertainment']"
779782,The School for Good and Evil,10/19/2022,['Fantasy'],English,7.1,954,111.722,0,['Feigco Entertainment']
290271,"One Piece ""3D2Y"": Overcome Ace's Death! Luffy's Vow to his Friends",12/31/2014,"['Action', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",Japanese,7.2,100,113.096,0,"['Toei Animation', 'Toei Company']"
502242,Beauty Salon: Special Service 2,2/13/2018,['Romance'],Korean,7,4,130.473,0,[]
800787,A Good Person,3/23/2023,"['Comedy', 'Drama']",English,7,54,103.246,0,"['Killer Films', 'Metro-Goldwyn-Mayer', 'Elevation Pictures']"
1024546,Detective Knight: Rogue,10/21/2022,"['Action', 'Crime', 'Thriller']",English,6.8,102,99.917,0,"['BondIt Media Capital', 'Buffalo 8', 'Lionsgate']"
916605,The Infernal Machine,9/23/2022,"['Thriller', 'Mystery']",English,6.6,182,110.372,0,"['Filmology Finance', 'Moviebox']"
312221,Creed,11/25/2015,['Drama'],English,7.4,6685,110.541,37000000,"['Metro-Goldwyn-Mayer', 'New Line Cinema', 'Chartoff-Winkler Productions']"
774825,The Ice Age Adventures of Buck Wild,1/28/2022,"['Animation', 'Comedy', 'Adventure', 'Family']",English,6.7,1495,97.919,0,"['Bardel Entertainment', 'Walt Disney Pictures', '20th Century Studios']"
106646,The Wolf of Wall Street,12/25/2013,"['Crime', 'Drama', 'Comedy']",English,8,21511,182.936,100000000,"['EMJAG Productions', 'Red Granite Pictures', 'Appian Way', 'Sikelia Productions']"
672,Harry Potter and the Chamber of Secrets,11/13/2002,"['Adventure', 'Fantasy']",English,7.7,19834,114.175,100000000,"['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']"
82386,Ranma ½: The Movie 3 — The Super Non-Discriminatory Showdown: Team Ranma vs. the Legendary Phoenix,8/20/1994,"['Animation', 'Comedy']",Japanese,7.7,32,94.483,0,"['Studio Deen', 'Kitty Films']"
585,"Monsters, Inc.",11/1/2001,"['Animation', 'Comedy', 'Family']",English,7.8,16727,97.793,115000000,['Pixar']
721164,Delicious Room Salon Service 2,9/30/2019,['Romance'],Korean,5.2,3,121.543,0,[]
924482,The Ledge,2/18/2022,"['Thriller', 'Adventure']",English,6.6,253,108.672,2500000,"['Head Gear Films', 'Metrol Technology', 'Kreo Films FZ', 'Trigger Films', 'Red Production', 'Evolution Pictures']"
764,The Evil Dead,9/10/1981,['Horror'],English,7.3,3363,112.092,350000,['Renaissance Pictures']
642885,Hocus Pocus 2,9/27/2022,"['Fantasy', 'Comedy', 'Family']",English,7.4,1375,93.554,30000000,"['Walt Disney Pictures', 'Weimaraner Republic Pictures']"
38757,Tangled,11/24/2010,"['Animation', 'Family']",English,7.6,10205,108.671,260000000,"['Walt Disney Animation Studios', 'Walt Disney Pictures']"
267805,There Are No Saints,5/27/2022,"['Action', 'Mystery', 'Thriller']",English,5.3,89,110.42,0,"['Open Window Productions', 'BN Films', 'Itaca Films', 'Itaca Films']"
157336,Interstellar,11/5/2014,"['Adventure', 'Drama', 'Science Fiction']",English,8.4,31296,121.151,165000000,"['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']"
406759,Moonfall,2/3/2022,"['Science Fiction', 'Adventure', 'Action']",English,6.4,2388,138.93,146000000,"['Centropolis Entertainment', 'Street Entertainment', 'Lionsgate', 'AGC Studios', 'Summit Entertainment', 'Huayi Brothers Pictures', 'UK Moonfall LLP', 'Tencent Pictures']"
10144,The Little Mermaid,11/17/1989,"['Animation', 'Family', 'Fantasy']",English,7.3,6975,104.76,40000000,"['Walt Disney Pictures', 'Silver Screen Partners IV', 'Walt Disney Feature Animation']"
